1 1 0.0
1 2 1.30496440349
1 3 1.1722053622
1 4 1.41202586912
1 5 1.41172353308
1 6 1.39436542363
1 7 1.41279135735
1 8 1.37851766169
1 9 1.41068570145
1 10 1.3864216167
1 11 1.40647631913
1 12 1.40899962803
1 13 1.41241329622
1 14 1.39168543468
1 15 1.40650014775
1 16 1.4123331831
1 17 1.41150888572
1 18 1.40899962803
1 19 1.41100938032
1 20 1.40380546681
1 21 1.40346358658
1 22 1.41421356237
1 23 1.40691310085
1 24 1.40691310085
1 25 1.40223153703
1 26 1.40223153703
1 27 1.40525480628
1 28 1.40525480628
1 29 1.39144426844
1 30 1.39144426844
1 31 1.39694069955
1 32 1.3773781261
1 33 1.40607068677
1 34 1.41421356237
1 35 1.41177685239
1 36 1.41421356237
1 37 1.40758537249
1 38 1.40595585389
1 39 1.41000784458
1 40 1.40717750236
1 41 1.39327628944
1 42 1.41281828721
1 43 1.40259876908
1 44 1.40043660513
1 45 1.40864829414
1 46 1.41280233405
1 47 1.41172631511
1 48 1.40674015939
1 49 1.40652856164
1 50 1.41421356237
2 2 0.0
2 3 1.27897482647
2 4 1.39654446357
2 5 1.37789029868
2 6 1.39376960411
2 7 1.38398158639
2 8 1.3924820666
2 9 1.40743537901
2 10 1.39807296119
2 11 1.4003907697
2 12 1.39284063248
2 13 1.40507483456
2 14 1.38811342735
2 15 1.39108164602
2 16 1.394274079
2 17 1.40341660777
2 18 1.39284063248
2 19 1.3963648697
2 20 1.39448436931
2 21 1.39597374919
2 22 1.40979749122
2 23 1.40164384099
2 24 1.40164384099
2 25 1.39950908388
2 26 1.39950908388
2 27 1.40332138071
2 28 1.40332138071
2 29 1.39430557992
2 30 1.39430557992
2 31 1.35829987569
2 32 1.38470466835
2 33 1.39237596607
2 34 1.39254664503
2 35 1.4020379238
2 36 1.40117293205
2 37 1.41021512256
2 38 1.39071308284
2 39 1.39693364239
2 40 1.38731085967
2 41 1.39522543619
2 42 1.4054043621
2 43 1.38982848126
2 44 1.3997624125
2 45 1.39413061739
2 46 1.39772954211
2 47 1.41039116061
2 48 1.3943264098
2 49 1.39698580318
2 50 1.40789768421
3 3 0.0
3 4 1.40544525642
3 5 1.39475447815
3 6 1.39771064127
3 7 1.39479459959
3 8 1.35424945843
3 9 1.41265286551
3 10 1.41421356237
3 11 1.41331658096
3 12 1.4095630895
3 13 1.41421356237
3 14 1.39966680475
3 15 1.40971260596
3 16 1.41200264414
3 17 1.41042803234
3 18 1.4095630895
3 19 1.40808977361
3 20 1.40370898381
3 21 1.40494515216
3 22 1.41265934623
3 23 1.41304121823
3 24 1.41304121823
3 25 1.41046467209
3 26 1.41046467209
3 27 1.41256845786
3 28 1.41256845786
3 29 1.40619015753
3 30 1.40619015753
3 31 1.38803980652
3 32 1.40300373356
3 33 1.40367349108
3 34 1.41355561375
3 35 1.41421356237
3 36 1.41258525504
3 37 1.40453537615
3 38 1.40956037938
3 39 1.40482232176
3 40 1.40801369131
3 41 1.39790631224
3 42 1.40755200267
3 43 1.39642288146
3 44 1.40690252518
3 45 1.39311260177
3 46 1.40484969049
3 47 1.40729339226
3 48 1.40269383454
3 49 1.39222549749
3 50 1.40091743837
4 4 0.0
4 5 1.40712038396
4 6 1.40562612536
4 7 1.39233514107
4 8 1.40937355208
4 9 1.41216661685
4 10 1.41385144771
4 11 1.39175436823
4 12 1.37955255316
4 13 1.38048750187
4 14 1.40551043189
4 15 1.39654914267
4 16 1.40017134593
4 17 1.40594675563
4 18 1.37955255316
4 19 1.39143333427
4 20 1.39778946246
4 21 1.39610526681
4 22 1.41197288672
4 23 1.39644762806
4 24 1.39644762806
4 25 1.41043726488
4 26 1.41043726488
4 27 1.40722521171
4 28 1.40722521171
4 29 1.3933634057
4 30 1.3933634057
4 31 1.3947246778
4 32 1.40590454997
4 33 1.40099656261
4 34 1.4083333106
4 35 1.4105336706
4 36 1.38074007956
4 37 1.41112007739
4 38 1.39790352065
4 39 1.40341405424
4 40 1.40133264742
4 41 1.40416570756
4 42 1.40895215267
4 43 1.40551664687
4 44 1.40661500561
4 45 1.40991960438
4 46 1.41155046571
4 47 1.41149631384
4 48 1.40847430991
4 49 1.40935743405
4 50 1.41347051073
5 5 0.0
5 6 1.39227109541
5 7 1.40649086953
5 8 1.3833420023
5 9 1.13397307492
5 10 1.40872141625
5 11 1.40920435438
5 12 1.40230361351
5 13 1.40979310337
5 14 1.39482842086
5 15 1.40115966697
5 16 1.41057787539
5 17 1.40859728771
5 18 1.40230361351
5 19 1.40121857752
5 20 1.40359681958
